EstablecimientoCodigoAntiguo;EstablecimientoCodigo;EstablecimientoCodigoMadreAntiguo;EstablecimientoCodigoMadreNuevo;RegionCodigo;RegionGlosa;SeremiSaludCodigo_ServicioDeSaludCodigo;SeremiSaludGlosa_ServicioDeSaludGlosa;TipoPertenenciaEstabGlosa;TipoEstablecimientoGlosa;AmbitoFuncionamiento;EstablecimientoGlosa;Certificacion;DependenciaAdministrativa;NivelAtencionEstabglosa;ComunaCodigo;ComunaGlosa;TipoViaGlosa;Numero;NombreVia;TelefonoMovil_TelefonoFijo;FechaInicioFuncionamientoEstab;TieneServicioUrgencia;TipoUrgencia;ClasificacionTipoSapu;Latitud;Longitud;TipoSistemaSaludGlosa;EstadoFuncionamiento;NivelComplejidadEstabGlosa;TipoAtencionEstabGlosa;FechaIncorporacion;FechaCierre
03-201;103201;;;2;Antofagasta;2;SEREMI de Salud de Antofagasta;No Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital Cruz del Norte;No Aplica;Privado;No Aplica;2302;Maria Elena;Calle;;Osorno;552413700;01-01-2009;NO;No Aplica;No Aplica;-22.341.778;-69.665.033;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;;
03-102;103102;;;2;Antofagasta;3;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital Dr. Marcos Macuada (Tocopilla);No Aplica;Servicio de Salud;;2301;Tocopilla;Calle;;Santa Rosa;552654560;;SI;Urgencia Hospitalaria (UEH);No Aplica;-22.088.517;-7.019.273;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;;
01-923;201017;;;15;Arica Parinacota;15;SEREMI de Salud de Arica y Parinacota;No Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Complejo Penitenciario Femenino de Arica;No Aplica;Gendamería;No Aplica;15101;Arica;Otro;2063;Ruta A-5 km Cuesta de  Ancha;582386433;27-01-2021;NO;No Aplica;No Aplica;-18.548.566;-70.248.665;Fuerzas Armadas y de Orden;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;;
01-215;101215;;;15;Arica Parinacota;15;SEREMI de Salud de Arica y Parinacota;No Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Complejo Penitenciario;No Aplica;Gendamería;No Aplica;15101;Arica;Calle;;Cuesta de Acha;582203400;01-01-2009;NO;No Aplica;No Aplica;-18.544.416;-70.250.049;Fuerzas Armadas y de Orden;Vigente en Operación Habitual;;Atención Cerrada-Hospitalaria;;
01-100;101100;;;15;Arica Parinacota;1;Servicio de Salud Arica y Parinacota;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital Regional Dr. Juan Noé Crevani (Arica);Autogestionado en Red (EAR);Servicio de Salud;Terciario;15101;Arica;Calle;1000;18 de Septiembre;582584592;;SI;Urgencia Hospitalaria (UEH);No Aplica;-18.482.478;-70.312.948;Público;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-Hospitalaria;;
04-103;104103;;;3;Atacama;4;Servicio de Salud Atacama;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar);Invitados a ser EAR;Servicio de Salud;Terciario;3301;Vallenar;Avenida;392;Huasco;512331500;;SI;Urgencia Hospitalaria (UEH);No Aplica;-28.574.949;-70.782.512;Público;Vigente en Operación Habitual;Mediana Complejidad;Atención Cerrada-Hospitalaria;;
04-104;104104;;;3;Atacama;4;Servicio de Salud Atacama;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital Dr. Manuel Magalhaes Medling (Huasco);No Aplica;Servicio de Salud;;3304;Huasco;Calle;105;Canteras;512331200;05-03-2023;SI;Urgencia Hospitalaria (UEH);No Aplica;-2.847.005;-712.239.365;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;;
04-100;104100;;;3;Atacama;4;Servicio de Salud Atacama;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital San José del Carmen (Copiapó);Autogestionado en Red (EAR);Servicio de Salud;Terciario;3101;Copiapó;Calle;1320;Los Carrera;522465600;28-10-2016;SI;Urgencia Hospitalaria (UEH);No Aplica;-27.373.352;-70.322.127;Público;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-Hospitalaria;;
04-102;104102;;;3;Atacama;4;Servicio de Salud Atacama;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital Dr. Florencio Vargas (Diego de Almagro);No Aplica;Servicio de Salud;;3202;Diego de Almagro;Calle;2200;Juan Martínez;522465500;;SI;Urgencia Hospitalaria (UEH);No Aplica;-2.639.246;-7.005.233;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;;
04-101;104101;;;3;Atacama;4;Servicio de Salud Atacama;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital Dr. Jerónimo Méndez Arancibia (Chañaral);No Aplica;Servicio de Salud;;3201;Chañaral;Avenida;1000;Arturo Prat;522465550;;SI;Urgencia Hospitalaria (UEH);No Aplica;-2.634.715;-7.061.731;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;;
25-103;125103;;;11;Aysén del General Carlos Ibañez del Campo;25;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital Lord Cochrane;No Aplica;Servicio de Salud;Primario;11301;Cochrane;Calle;;Bernardo O'Higgins;672261331;30-08-2021;SI;Urgencia Hospitalaria (UEH);No Aplica;-4.725.557;-7.257.073;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;;
25-102;125102;;;11;Aysén del General Carlos Ibañez del Campo;25;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital Dr. Leopoldo Ortega Rodríguez (Chile Chico);No Aplica;Servicio de Salud;Primario;11401;Chile Chico;Calle;275;Lautaro;672261411;;SI;Urgencia Hospitalaria (UEH);No Aplica;-4.654.166;-717.251;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;;
25-100;125100;;;11;Aysén del General Carlos Ibañez del Campo;25;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital Regional de Coyhaique;Autogestionado en Red (EAR);Servicio de Salud;Terciario;11101;Coyhaique;Calle;68;Jorge Ibar;672262003;;SI;Urgencia Hospitalaria (UEH);No Aplica;-45.568.399;-72.073.423;Público;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-Hospitalaria;;
25-101;125101;;;11;Aysén del General Carlos Ibañez del Campo;25;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital de Puerto Aysén;No Aplica;Servicio de Salud;Terciario;11201;Aisén;Calle;180;Yussef Laibe;672262830;01-01-1983;SI;Urgencia Hospitalaria (UEH);No Aplica;-45.408.518;-72.683.815;Público;Vigente en Operación Habitual;Mediana Complejidad;Atención Cerrada-Hospitalaria;;
25-104;125104;;;11;Aysén del General Carlos Ibañez del Campo;25;Servicio de Salud Aysén;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital Dr. Jorge Ibar Bruce (Cisnes);No Aplica;Servicio de Salud;Primario;11202;Cisnes;Calle;869;Rafael Sotomayor;672261302;;SI;Urgencia Hospitalaria (UEH);No Aplica;-4.472.603;-7.268.078;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;;
28-112;128112;;;8;Biobío;28;Servicio de Salud Arauco;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital de Contulmo;No Aplica;Servicio de Salud;;8204;Contulmo;Calle;1075;Las Araucarias;412724150;;SI;Urgencia Hospitalaria (UEH);No Aplica;-3.802.018;-7.323.226;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;;
28-111;128111;;;8;Biobío;28;Servicio de Salud Arauco;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital Intercultural Kallvu Llanka (Cañete);No Aplica;Servicio de Salud;;8203;Cañete;Calle;;Ruta P-60-R, Esquina Ruta P-520. Entrada Norte;412724100;;SI;Urgencia Hospitalaria (UEH);No Aplica;-37.782.196;-73.385.975;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;;
20-102;120102;;;8;Biobío;20;Servicio de Salud Biobío;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital de Mulchén;No Aplica;Servicio de Salud;;8305;Mulchén;Calle;455;Villagra;432332282;;SI;Urgencia Hospitalaria (UEH);No Aplica;-3.772.036;-7.224.065;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;;
20-106;120106;;;8;Biobío;20;Servicio de Salud Biobío;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital Comunitario de Santa Bárbara;No Aplica;Servicio de Salud;Primario;8311;Santa Bárbara;Calle;;Salamanca;432332770;;SI;Urgencia Hospitalaria (UEH);No Aplica;-3.766.815;-7.201.668;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;;
28-110;128110;;;8;Biobío;28;Servicio de Salud Arauco;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital de Lebu;No Aplica;Servicio de Salud;;8201;Lebu;Calle;54;Dr. Octavio Orellana Fuentes;412724500;;SI;Urgencia Hospitalaria (UEH);No Aplica;-3.761.034;-7.365.973;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;;
20-103;120103;;;8;Biobío;20;Servicio de Salud Biobío;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital Comunitario y Familiar de Nacimiento;No Aplica;Servicio de Salud;Primario;8306;Nacimiento;Calle;;Julio Hemmelmann;432332970;;SI;Urgencia Hospitalaria (UEH);No Aplica;-3.750.751;-7.267.634;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;;
28-109;128109;;;8;Biobío;28;Servicio de Salud Arauco;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital Provincial Dr. Rafael Avaría (Curanilahue);Invitados a ser EAR;Servicio de Salud;Terciario;8205;Curanilahue;Avenida;111;Bernardo O'Higgins;412725480;;SI;Urgencia Hospitalaria (UEH);No Aplica;-37.473.676;-73.348.238;Público;Vigente en Operación Habitual;Mediana Complejidad;Atención Cerrada-Hospitalaria;;
20-101;120101;;;8;Biobío;20;Servicio de Salud Biobío;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Complejo Asistencial Dr. Víctor Ríos Ruiz (Los Ángeles);Autogestionado en Red (EAR);Servicio de Salud;Terciario;8301;Los Ángeles;Avenida;147;Ricardo Vicuña;432336000;;SI;Urgencia Hospitalaria (UEH);No Aplica;-3.747.365;-72.346.903;Público;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-Hospitalaria;;
20-213;120213;;;8;Biobío;8;SEREMI de Salud del Biobío;No Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital Mutual de Seguridad CChC Los Ángeles;No Aplica;Privado;Terciario;8301;Los Ángeles;Calle;850;Mendoza;432322177;01-01-2009;NO;No Aplica;No Aplica;-37.463.026;-72.353.895;Privado;Vigente en Operación Habitual;;Atención Abierta-Ambulatoria;;
20-105;120105;;;8;Biobío;20;Servicio de Salud Biobío;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital Comunitario de Laja;No Aplica;Servicio de Salud;Primario;8304;Laja;Avenida;800;Los Ríos;432332634;;SI;Urgencia Hospitalaria (UEH);No Aplica;-3.726.429;-7.270.924;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;;
28-113;128113;;;8;Biobío;28;Servicio de Salud Arauco;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital San Vicente de Arauco;No Aplica;Servicio de Salud;;8202;Arauco;Calle;;Caupolicán;412725820;;SI;Urgencia Hospitalaria (UEH);No Aplica;-3.725.072;-7.331.763;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;;
20-107;120107;;;8;Biobío;20;Servicio de Salud Biobío;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital Comunitario Dr. Roberto Muñoz Urrutia de Huépil;No Aplica;Servicio de Salud;Primario;8312;Tucapel;Calle;233;12 de Febrero;432332613;;SI;Urgencia Hospitalaria (UEH);No Aplica;-3.724.032;-719.423;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;;
18-107;118107;;;8;Biobío;18;Servicio de Salud Concepción;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital Clorinda Avello (Santa Juana);No Aplica;Servicio de Salud;;8109;Santa Juana;Calle;900;Lautaro;412721050;;SI;Urgencia Hospitalaria (UEH);No Aplica;-3.716.831;-7.294.617;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;;
20-104;120104;;;8;Biobío;20;Servicio de Salud Biobío;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital Comunitario de Yumbel;No Aplica;Servicio de Salud;Primario;8313;Yumbel;Calle;251;Castellón;432332350;;SI;Urgencia Hospitalaria (UEH);No Aplica;-3.709.636;-7.255.766;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;;
18-106;118106;;;8;Biobío;18;Servicio de Salud Concepción;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital de Lota;Autogestionado en Red (EAR);Servicio de Salud;Terciario;8106;Lota;Calle;702;Carrera;412411249;;SI;Urgencia Hospitalaria (UEH);No Aplica;-3.709.019;-73.155.535;Público;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-Hospitalaria;;
18-105;118105;;;8;Biobío;18;Servicio de Salud Concepción;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital San José (Coronel);Autogestionado en Red (EAR);Servicio de Salud;Terciario;8102;Coronel;Calle;702;Lautaro;412413306;;SI;Urgencia Hospitalaria (UEH);No Aplica;-37.028.242;-73.135.861;Público;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-Hospitalaria;;
18-100;118100;;;8;Biobío;18;Servicio de Salud Concepción;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);Autogestionado en Red (EAR);Servicio de Salud;Terciario;8101;Concepción;Calle;1436;San Martín;412417588;;SI;Urgencia Hospitalaria (UEH);No Aplica;-3.682.511;-73.037.951;Público;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-Hospitalaria;;
18-103;118103;;;8;Biobío;18;Servicio de Salud Concepción;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital Traumatológico (Concepción);Invitados a ser EAR;Servicio de Salud;Terciario;8101;Concepción;Calle;1580;San Martín;412412003;;NO;No Aplica;No Aplica;-36.824.105;-73.037.815;Público;Vigente en Operación Habitual;Mediana Complejidad;Atención Cerrada-Hospitalaria;;
18-108;118108;;;8;Biobío;18;Servicio de Salud Concepción;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital San Agustín de Florida;No Aplica;Servicio de Salud;;8104;Florida;Calle;1114;Sargento Aldea, Florida Alto;412721550;24-11-2017;SI;Urgencia Hospitalaria (UEH);No Aplica;-3.682.258;-7.264.912;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;;
18-200;118200;;;8;Biobío;8;SEREMI de Salud del Biobío;No Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Clínica del Sur ACHS Salud;No Aplica;Privado;Terciario;8101;Concepción;Calle;36;Cardenio Avello;412128122;01-01-2009;SI;Urgencia Hospitalaria (UEH);No Aplica;-36.813.968;-73.031.793;Privado;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-Hospitalaria;24-11-2022;
18-519;118519;;;8;Biobío;8;SEREMI de Salud del Biobío;No Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital de Centro de Cumplimiento Penitenciario Biobío;No Aplica;Gendamería;Terciario;8101;Concepción;Calle;450;Camino a Penco;;01-01-2009;NO;No Aplica;No Aplica;-36.804.048;-73.022.926;Fuerzas Armadas y de Orden;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;;
19-200;119200;;;8;Biobío;8;SEREMI de Salud del Biobío;No Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital Clínico del Instituto de Seguridad del Trabajo;No Aplica;Privado;Terciario;8110;Talcahuano;Avenida;3430;Colón;412585232;01-01-2009;SI;Urgencia Hospitalaria (UEH);No Aplica;-367.855;-730.649;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;;
19-100;119100;;;8;Biobío;19;Servicio de Salud Talcahuano;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital Las Higueras (Talcahuano);Autogestionado en Red (EAR);Servicio de Salud;Terciario;8110;Talcahuano;Calle;777;Alto Horno;412687000;10-02-2022;SI;Urgencia Hospitalaria (UEH);No Aplica;-36.740.101;-73.108.694;Público;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-Hospitalaria;;
19-102;119102;;;8;Biobío;19;Servicio de Salud Talcahuano;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital Penco Lirquén;Invitados a ser EAR;Servicio de Salud;Terciario;8107;Penco;Calle;;Camino a Tomé;412724800;23-07-2017;SI;Urgencia Hospitalaria (UEH);No Aplica;-36.719.574;-72.975.452;Público;Vigente en Operación Habitual;Mediana Complejidad;Atención Cerrada-Hospitalaria;;
19-203;119203;;;8;Biobío;8;SEREMI de Salud del Biobío;No Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital Naval Almirante Adriazola;No Aplica;Armada de Chile;Terciario;8110;Talcahuano;Calle;;Michimalongo;412743009;01-01-2009;SI;Urgencia Hospitalaria (UEH);No Aplica;-3.669.034;-7.311.422;Fuerzas Armadas y de Orden;Vigente en Operación Habitual;Mediana Complejidad;Atención Cerrada-Hospitalaria;;
19-101;119101;;;8;Biobío;19;Servicio de Salud Talcahuano;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital de Tomé;Autogestionado en Red (EAR);Servicio de Salud;Terciario;8111;Tome;Calle;1633;O'Higgins;412724950;;SI;Urgencia Hospitalaria (UEH);No Aplica;-36.613.323;-72.954.554;Público;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-Hospitalaria;;
05-108;105108;;;4;Coquimbo;5;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital San Pedro (Los Vilos);No Aplica;Servicio de Salud;;4203;Los Vilos;Calle;400;Arauco;532663626;;SI;Urgencia Hospitalaria (UEH);No Aplica;-3.191.524;-7.151.269;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;;
05-104;105104;;;4;Coquimbo;5;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital de Salamanca;No Aplica;Servicio de Salud;;4204;Salamanca;Calle;113;Matilde Salamanca;532662960;01-07-2017;SI;Urgencia Hospitalaria (UEH);No Aplica;-3.177.638;-7.096.296;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;;
05-103;105103;;;4;Coquimbo;5;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital Dr. Humberto Elorza Cortés (Illapel);Invitados a ser EAR;Servicio de Salud;Terciario;4201;Illapel;Calle;512;Independencia;532663867;;SI;Urgencia Hospitalaria (UEH);No Aplica;-3.163.473;-71.173.672;Público;Vigente en Operación Habitual;Mediana Complejidad;Atención Cerrada-Hospitalaria;;
05-105;105105;;;4;Coquimbo;5;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital San Juan de Dios (Combarbalá);No Aplica;Servicio de Salud;;4302;Combarbalá;Calle;650;Comercio;532663464;;SI;Urgencia Hospitalaria (UEH);No Aplica;-3.117.549;-7.100.793;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;;
05-102;105102;;;4;Coquimbo;5;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital Dr. Antonio Tirado Lanas de Ovalle;Autogestionado en Red (EAR);Servicio de Salud;Terciario;4301;Ovalle;Avenida;1550;Manuel Peñafiel;532663194;23-03-2000;SI;Urgencia Hospitalaria (UEH);No Aplica;-30.599.614;-71.200.031;Público;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-Hospitalaria;;
05-106;105106;;;4;Coquimbo;5;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital Dr. José Arraño (Andacollo);No Aplica;Servicio de Salud;;4103;Andacollo;Calle;2;Urmeneta;512331096;;SI;Urgencia Hospitalaria (UEH);No Aplica;-3.022.757;-7.108.549;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;;
05-107;105107;;;4;Coquimbo;5;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital San Juan de Dios (Vicuña);No Aplica;Servicio de Salud;;4106;Vicuña;Calle;591;Arturo Prat;512333176;;SI;Urgencia Hospitalaria (UEH);No Aplica;-3.002.935;-7.071.249;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;;
05-101;105101;;;4;Coquimbo;5;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital San Pablo (Coquimbo);Autogestionado en Red (EAR);Servicio de Salud;Terciario;4102;Coquimbo;Avenida;;Videla;512336715;;SI;Urgencia Hospitalaria (UEH);No Aplica;-29.968.488;-71.337.017;Público;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-Hospitalaria;;
05-100;105100;;;4;Coquimbo;5;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital San Juan de Dios (La Serena);Autogestionado en Red (EAR);Servicio de Salud;Terciario;4101;La Serena;Calle;916;Balmaceda;512333378;01-03-2022;SI;Urgencia Hospitalaria (UEH);No Aplica;-29.908.191;-71.249.732;Público;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-Hospitalaria;;
21-120;121120;;;9;La Araucanía;21;Servicio de Salud Araucanía Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital Familiar y Comunitario de Loncoche;No Aplica;Servicio de Salud;Primario;9109;Loncoche;Calle;330;Carrera;452551750;15-12-1954;SI;Urgencia Hospitalaria (UEH);No Aplica;-3.937.103;-7.262.623;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;;
21-200;121200;;;9;La Araucanía;21;Servicio de Salud Araucanía Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital San Francisco de Pucón (D);No Aplica;Delegado;;9115;Pucón;Calle;325;Uruguay;452441177;;SI;Urgencia Hospitalaria (UEH);No Aplica;-3.927.883;-7.197.429;;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;;
21-121;121121;;;9;La Araucanía;21;Servicio de Salud Araucanía Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital de Villarrica;No Aplica;Servicio de Salud;Terciario;9120;Villarrica;Calle;460;San Martín;452555250;;SI;Urgencia Hospitalaria (UEH);No Aplica;-392.777;-72.226.793;Público;Vigente en Operación Habitual;Mediana Complejidad;Atención Cerrada-Hospitalaria;;
21-118;121118;;;9;La Araucanía;21;Servicio de Salud Araucanía Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital de Toltén;No Aplica;Servicio de Salud;;9118;Toltén;Calle;636;Elvira Leal;452552250;25-11-1966;SI;Urgencia Hospitalaria (UEH);No Aplica;-3.917.687;-7.316.415;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;;
21-119;121119;;;9;La Araucanía;21;Servicio de Salud Araucanía Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital de Gorbea;No Aplica;Servicio de Salud;;9107;Gorbea;Calle;901;Carrera;452552203;;SI;Urgencia Hospitalaria (UEH);No Aplica;-3.910.588;-7.266.828;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;;
21-117;121117;;;9;La Araucanía;21;Servicio de Salud Araucanía Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital de Pitrufquén;No Aplica;Servicio de Salud;Terciario;9114;Pitrufquén;Calle;1235;Manuel Rodríguez;452557200;01-01-1963;SI;Urgencia Hospitalaria (UEH);No Aplica;-38.989.944;-72.643.501;Público;Vigente en Operación Habitual;Mediana Complejidad;Atención Cerrada-Hospitalaria;;
21-113;121113;;;9;La Araucanía;21;Servicio de Salud Araucanía Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital Dr. Eduardo González Galeno (Cunco);No Aplica;Servicio de Salud;;9103;Cunco;Avenida;31;Santa María;452552050;01-01-1973;SI;Urgencia Hospitalaria (UEH);No Aplica;-3.893.094;-7.203.761;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;;
21-116;121116;;;9;La Araucanía;21;Servicio de Salud Araucanía Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital Dr. Arturo Hillerns Larrañaga (Saavedra);No Aplica;Servicio de Salud;;9116;Saavedra;Calle;42;Los Araucanos;452558112;;SI;Urgencia Hospitalaria (UEH);No Aplica;-3.879.929;-7.339.262;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;;
21-932;200717;;;9;La Araucanía;21;Servicio de Salud Araucanía Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Complejo Asistencial Padre las Casas;No Aplica;Servicio de Salud;Terciario;9112;Padre Las Casas;Otro;1398;Ruta 194, Km 0,7 Localidad de Makewe;450070;06-04-2020;SI;Urgencia Hospitalaria (UEH);No Aplica;-38.772.902;-72.626.722;Público;Vigente en Operación Habitual;Mediana Complejidad;Atención Cerrada-Hospitalaria;;
