EstablecimientoCodigoAntiguo;EstablecimientoCodigo;EstablecimientoCodigoMadreAntiguo;EstablecimientoCodigoMadreNuevo;RegionCodigo;RegionGlosa;SeremiSaludCodigo_ServicioDeSaludCodigo;SeremiSaludGlosa_ServicioDeSaludGlosa;TipoPertenenciaEstabGlosa;TipoEstablecimientoGlosa;AmbitoFuncionamiento;EstablecimientoGlosa;Certificacion;DependenciaAdministrativa;NivelAtencionEstabglosa;ComunaCodigo;ComunaGlosa;TipoViaGlosa;Numero;NombreVia;TelefonoMovil_TelefonoFijo;FechaInicioFuncionamientoEstab;TieneServicioUrgencia;TipoUrgencia;ClasificacionTipoSapu;Latitud;Longitud;TipoSistemaSaludGlosa;EstadoFuncionamiento;NivelComplejidadEstabGlosa;TipoAtencionEstabGlosa;FechaIncorporacion;FechaCierre
;201990;;;4;COQUIMBO;4;SEREMI DE SALUD DE COQUIMBO;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO MÉDICO PAKARI;No Aplica;Privado;No Aplica;4101;LA SERENA;Avenida;2780;Juan Cisternas;940430375;14-12-2017;NO;No Aplica;No Aplica;-2.992.781.157;-7.124.852.289;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;30-06-2025;
;201995;;;4;COQUIMBO;4;SEREMI DE SALUD DE COQUIMBO;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;IMARED - LA SERENA;No Aplica;Privado;No Aplica;4101;LA SERENA;Calle;320;Juan Soldado;512505902;05-12-2019;NO;No Aplica;No Aplica;-2.991.541.808;-7.125.624.293;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;30-06-2025;
;201997;;;4;COQUIMBO;4;SEREMI DE SALUD DE COQUIMBO;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;KINESIOLOGÍA ALTA CUMBRE;No Aplica;Privado;No Aplica;4101;LA SERENA;Calle;614;Seminario;998963514;07-07-2022;NO;No Aplica;No Aplica;-2.992.737.053;-7.125.543.784;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;30-06-2025;
;202002;;;4;COQUIMBO;4;SEREMI DE SALUD DE COQUIMBO;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO MÉDICO ARAUCO - TOMA DE MUESTRAS E IMAGENOLOGÍA;No Aplica;Privado;No Aplica;4203;LOS VILOS;Calle;365;Arauco;532548829;13-01-2023;NO;No Aplica;No Aplica;-3.191.513.392;-7.151.336.041;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;30-06-2025;
;202007;;;4;COQUIMBO;4;SEREMI DE SALUD DE COQUIMBO;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO MÉDICO ARAUCO - TAC;No Aplica;Privado;No Aplica;4203;LOS VILOS;Calle;590;Talcahuano;532548829;29-05-2024;NO;No Aplica;No Aplica;-319.148.356;-7.151.297.226;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;30-06-2025;
;202013;;;4;COQUIMBO;4;SEREMI DE SALUD DE COQUIMBO;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO RADIOLÓGICO DENTAL PHAM OVALLE;No Aplica;Privado;No Aplica;4301;OVALLE;Avenida;1480;Manuel Peñafiel Olivares, oficina 416B;532648291;08-07-2022;NO;No Aplica;No Aplica;-3.057.737.518;-7.118.869.944;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;30-06-2025;
;202014;;;4;COQUIMBO;4;SEREMI DE SALUD DE COQUIMBO;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;KINESIOMED;No Aplica;Privado;No Aplica;4301;OVALLE;Avenida;1480;Manuel Peñafiel Olivares, oficina 420;942757447;07-10-2024;NO;No Aplica;No Aplica;-3.057.737.518;-7.118.869.944;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;30-06-2025;
;202016;;;4;COQUIMBO;4;SEREMI DE SALUD DE COQUIMBO;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;IMATECSALUD RESONANCIA IMAGEN - ARENAS OVALLE;No Aplica;Privado;No Aplica;4301;OVALLE;Avenida;1480;Manuel Peñafiel Olivares, oficina 7;989220468;12-09-2022;NO;No Aplica;No Aplica;-3.057.737.518;-7.118.869.944;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;30-06-2025;
;202017;;;4;COQUIMBO;4;SEREMI DE SALUD DE COQUIMBO;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;SPA SAMAY;No Aplica;Privado;No Aplica;4301;OVALLE;Avenida;2711;Manuel Peñafiel Olivares;532655106;14-09-2016;NO;No Aplica;No Aplica;-3.057.315.167;-7.118.405.093;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;30-06-2025;
;202021;;;4;COQUIMBO;4;SEREMI DE SALUD DE COQUIMBO;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO IMAGENOLÓGICO MÉDICO CIM;No Aplica;Privado;No Aplica;4301;OVALLE;Calle;456;Benjamín Vicuña Mackenna;532423229;04-08-2016;NO;No Aplica;No Aplica;-3.060.430.676;-7.120.400.758;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;30-06-2025;
;202027;;;4;COQUIMBO;4;SEREMI DE SALUD DE COQUIMBO;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;RADIOLOGÍA DENTAL OVALLE;No Aplica;Privado;No Aplica;4301;OVALLE;Calle;44;Socos, local 102B;532624776;05-01-2016;NO;No Aplica;No Aplica;-3.060.000.694;-7.119.977.659;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;30-06-2025;
;202029;;;4;COQUIMBO;4;SEREMI DE SALUD DE COQUIMBO;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;IMATECSALUD - OVALLE;No Aplica;Privado;No Aplica;4301;OVALLE;Calle;45873;Socos;6006009000;29-04-1999;NO;No Aplica;No Aplica;-3.060.210.676;-7.120.519.331;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;30-06-2025;
;202089;;;4;COQUIMBO;4;SEREMI DE SALUD DE COQUIMBO;No perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;CLÍNICA KINÉSICA ANGELUS - UNIVERSIDAD SANTO TOMÁS;No Aplica;Privado;Secundario;4101;LA SERENA;Calle;455;Juan Antonio Ríos Poniente;968484039;12-08-2010;NO;No Aplica;No Aplica;-2.991.332.955;-712.540.706;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;29-09-2025;
;202097;;;4;COQUIMBO;4;SEREMI DE SALUD DE COQUIMBO;No perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO DE EVALUACIÓN DEL TRABAJO MUTUAL CCHC LA SERENA;No Aplica;Privado;Secundario;4101;LA SERENA;Avenida;1365;Estadio;512421635;08-06-2018;NO;No Aplica;No Aplica;-2.991.214.061;-7.125.409.709;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;29-09-2025;
;202098;;;4;COQUIMBO;4;SEREMI DE SALUD DE COQUIMBO;No perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO DE REHABILITACIÓN FÍSICA KINÉSICA MUTUAL CCHC LA SERENA;No Aplica;Privado;Secundario;4101;LA SERENA;Avenida;1330;Estadio;512421600;20-07-2024;NO;No Aplica;No Aplica;-2.991.169.762;-7.125.401.068;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;29-09-2025;
;202100;;;4;COQUIMBO;4;SEREMI DE SALUD DE COQUIMBO;No perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;IC LA SERENA RESEARCH;No Aplica;Privado;Secundario;4101;LA SERENA;Calle;1697;Woodrow Wilson;512386127;30-12-2019;NO;No Aplica;No Aplica;-2.991.777.454;-7.124.769.363;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;29-09-2025;
;202133;;;4;COQUIMBO;4;SEREMI DE SALUD DE COQUIMBO;No perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;SAED SALUD Y ESTÉTICA;No Aplica;Privado;Secundario;4101;LA SERENA;Avenida;1732;Estadio;994252891;05-02-2021;NO;No Aplica;No Aplica;-2.991.645.298;-7.125.501.805;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;29-09-2025;
;202134;;;4;COQUIMBO;4;SEREMI DE SALUD DE COQUIMBO;No perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;IMATECSALUD RESONANCIA IMAGEN - LA SERENA;No Aplica;Privado;Secundario;4101;LA SERENA;Calle;673;Anfion Muñoz;6006009060;06-03-2007;NO;No Aplica;No Aplica;-2.990.914.855;-7.124.869.849;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;29-09-2025;
;202144;;;4;COQUIMBO;4;SEREMI DE SALUD DE COQUIMBO;No perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;GINERAD - ALMIRANTE ALLARD;No Aplica;Privado;Secundario;4101;LA SERENA;Calle;401;Almirante Allard;512847918;20-01-2012;NO;No Aplica;No Aplica;-2.991.818.891;-7.125.589.021;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;29-09-2025;
;202152;;;4;COQUIMBO;4;SEREMI DE SALUD DE COQUIMBO;No perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;DERMOPELVIC;No Aplica;Privado;Secundario;4101;LA SERENA;Calle;426;Juan Soldado;232396790;18-04-2024;NO;No Aplica;No Aplica;-2.991.600.674;-7.125.454.908;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;29-09-2025;
;202165;;;4;COQUIMBO;4;SEREMI DE SALUD DE COQUIMBO;No perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;SB SPORTS;No Aplica;Privado;Secundario;4101;LA SERENA;Avenida;102;Francisco De Aguirre;958550953;07-05-2020;NO;No Aplica;No Aplica;-2.990.542.617;-7.126.087.633;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;29-09-2025;
;202177;;;4;COQUIMBO;4;SEREMI DE SALUD DE COQUIMBO;No perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;EDUDOWN - LA SERENA;No Aplica;Privado;Secundario;4101;LA SERENA;Calle;3100;Viviana Chepillo;959379037;30-05-2025;NO;No Aplica;No Aplica;-2.994.348.527;-7.124.274.798;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;29-09-2025;
;202180;;;4;COQUIMBO;4;SEREMI DE SALUD DE COQUIMBO;No perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;ODKIPEL;No Aplica;Privado;Secundario;4101;LA SERENA;Avenida;2853;Guillermo Ulriksen;977115024;26-05-2015;NO;No Aplica;No Aplica;-2.993.408.436;-7.123.882.745;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;29-09-2025;
;202181;;;4;COQUIMBO;4;SEREMI DE SALUD DE COQUIMBO;No perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;VITA ÓPTICA - LA SERENA;No Aplica;Privado;Secundario;4101;LA SERENA;Avenida;1634;Guillermo Ulriksen;933779775;23-04-2025;NO;No Aplica;No Aplica;-299.204.866;-7.123.507.758;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;29-09-2025;
;202183;;;4;COQUIMBO;4;SEREMI DE SALUD DE COQUIMBO;No perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;IDO CLINIC KINESIOLOGIA;No Aplica;Privado;Secundario;4101;LA SERENA;Avenida;3092;Guillermo Ulriksen;961269902;12-04-2022;NO;No Aplica;No Aplica;-2.994.110.331;-712.406.097;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;29-09-2025;
;202190;;;4;COQUIMBO;4;SEREMI DE SALUD DE COQUIMBO;No perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;IMAGENSALUD;No Aplica;Privado;Secundario;4102;COQUIMBO;Calle;580;Colo Colo;512674513;02-10-2023;NO;No Aplica;No Aplica;-2.995.958.683;-7.134.058.109;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;29-09-2025;
;201254;;;9;LA ARAUCANÍA;9;SEREMI DE SALUD DE LA ARAUCANÍA;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO RADIOLÓGICO VARAS SPA;No Aplica;Privado;No Aplica;9101;TEMUCO;Calle;341;Antonio Varas 341;921952087;27-04-2022;NO;No Aplica;No Aplica;-38.739.338;-72.596.903;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;;ATENCIÓN ABIERTA-AMBULATORIA;06-09-2022;
;201660;;;9;LA ARAUCANÍA;9;SEREMI DE SALUD DE LA ARAUCANÍA;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO RADIOLÓGICO ODONTOLÓGICO TEMUCO LIMITADA;No Aplica;Privado;No Aplica;9120;VILLARRICA;Calle;709;San Martin;985285339;13-06-2023;NO;No Aplica;No Aplica;-3.928.169.893;-7.222.864.561;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;30-08-2024;
;201727;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO DE RESONANCIA MAGNETICA SINAPSIS;No Aplica;Privado;No Aplica;10101;PUERTO MONTT;Calle;840;Benavente;;10-07-2015;NO;No Aplica;No Aplica;-4.147.204.103;-7.294.812.577;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;02-12-2024;
;201675;;;7;MAULE;7;SEREMI DE SALUD DEL MAULE;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;SCANNER SAN MARTÍN Y CÍA LTDA.;No Aplica;Privado;No Aplica;7301;CURICÓ;Calle;235;San Martín;75 232 0400;22-12-2006;NO;No Aplica;No Aplica;-3.498.912;-712.373;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;03-10-2024;
;201679;;;7;MAULE;7;SEREMI DE SALUD DEL MAULE;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;RESONOMED;No Aplica;Privado;Secundario;7101;TALCA;Calle;1369;1 poniente;712745090;10-08-2023;NO;No Aplica;No Aplica;-3.542.386.707;-7.166.708.025;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;07-10-2024;
;201685;;;7;MAULE;7;SEREMI DE SALUD DEL MAULE;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO OFTALMOLÓGICO LINARES,;No Aplica;Privado;Secundario;7401;LINARES;Calle;652;Kurt Moller Nº 652;999956295;04-10-2023;NO;No Aplica;No Aplica;-358.458.764;-715.932.251;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;07-10-2024;
;201692;;;7;MAULE;7;SEREMI DE SALUD DEL MAULE;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO IMAGENOLÓGICO;No Aplica;Privado;Secundario;7101;TALCA;Calle;587;Cuatro norte 587;228708751;11-09-2023;NO;No Aplica;No Aplica;-354.213.427;-716.680.214;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;07-10-2024;
;201700;;;7;MAULE;7;SEREMI DE SALUD DEL MAULE;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO DE IMÁGENES Y DIAGNOSTICO LAS RASTRAS SPA;No Aplica;Privado;No Aplica;7101;TALCA;Avenida;1285;Las Rastras  2do piso;9 35379949;28-12-2023;NO;No Aplica;No Aplica;-3.543.673;-7.161.156;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;14-10-2024;
;201701;;;7;MAULE;7;SEREMI DE SALUD DEL MAULE;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;"CENTRO ECOGRÁFICO 
JAIME ASTUDILLO JARA SPA";No Aplica;Privado;No Aplica;7101;TALCA;Avenida;1285;Las Rastras of. 201;71 2 983030;12-05-2023;NO;No Aplica;No Aplica;-3.543.673;-7.161.156;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;14-10-2024;
;201765;;;7;MAULE;7;SEREMI DE SALUD DEL MAULE;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO MEDICO Y DIAGNOSTICO CEMTRA;No Aplica;Privado;Secundario;7101;TALCA;Calle;1369;1 Poniente;56996278140;08-09-2024;NO;No Aplica;No Aplica;-3.542.351.638;-7.166.618.285;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;30-12-2024;
;201798;;;7;MAULE;7;SEREMI DE SALUD DEL MAULE;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;SALA DE PROCEDIMIENTOS OTORRINOLARINGOLÓGICOS;No Aplica;Privado;Secundario;7101;TALCA;Avenida;1285;Las Rastras of. 712;966063530;13-03-2023;NO;No Aplica;No Aplica;-3.543.672.896;-7.161.156.249;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;31-01-2025;
;201802;;;7;MAULE;7;SEREMI DE SALUD DEL MAULE;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;PUNTO RECOVERY;No Aplica;Privado;Secundario;7301;CURICÓ;Calle;660;Estado;997712001;13-02-2023;NO;No Aplica;No Aplica;-3.498.648.865;-7.124.359.105;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;31-01-2025;
;201803;;;7;MAULE;7;SEREMI DE SALUD DEL MAULE;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO  DIAGNÓSTICO Y TRATAMIENTO PRIVADO;ESTABLECIMIENTO DE SALUD;KINESIOTERAPIA TALCA;No Aplica;Privado;Secundario;7101;TALCA;Calle;865;1 Sur, oficina 1;96713104;13-03-2023;NO;No Aplica;No Aplica;-3.542.695.342;-7.166.432.497;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;31-01-2025;
17-706;117706;17-306;117306;16;ÑUBLE;17;SERVICIO DE SALUD ÑUBLE;Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO COMUNITARIO DE SALUD FAMILIAR (CECOSF);ESTABLECIMIENTO DE SALUD;CENTRO COMUNITARIO DE SALUD FAMILIAR EL CASINO;No Aplica;Municipal;Primario;16107;QUILLÓN;Calle;;Sector Casino, Cerro Negro;;17-03-2008;NO;No Aplica;No Aplica;-3.683.427;-7.243.146;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
17-426;117426;17-326;117326;16;ÑUBLE;17;SERVICIO DE SALUD ÑUBLE;Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO COMUNITARIO DE SALUD FAMILIAR (CECOSF);ESTABLECIMIENTO DE SALUD;CENTRO COMUNITARIO DE SALUD FAMILIAR TRES ESQUINAS;No Aplica;Municipal;Primario;16102;BULNES;Calle;;El Laurel, Villa El sauce, sector Tres Esquinas;;13-06-2011;NO;No Aplica;No Aplica;-3.678.792;-7.221.127;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
17-799;117799;17-302;117302;16;ÑUBLE;17;SERVICIO DE SALUD ÑUBLE;Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO COMUNITARIO DE SALUD FAMILIAR (CECOSF);ESTABLECIMIENTO DE SALUD;CENTRO COMUNITARIO DE SALUD FAMILIAR LOS ALPES;No Aplica;Municipal;Primario;16101;CHILLÁN;Pasaje;7;Pasaje, Esquina Los Araucanos. Villa Los Alpes;422876185;;NO;No Aplica;No Aplica;-3.662.871;-7.209.164;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
17-702;117702;17-302;117302;16;ÑUBLE;17;SERVICIO DE SALUD ÑUBLE;Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO COMUNITARIO DE SALUD FAMILIAR (CECOSF);ESTABLECIMIENTO DE SALUD;CENTRO COMUNITARIO DE SALUD FAMILIAR EL ROBLE;No Aplica;Municipal;Primario;16101;CHILLÁN;Calle;745;Los Espinos;412587000;;NO;No Aplica;No Aplica;-3.662.499;-721.019;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
17-902;200261;17-304;117304;16;ÑUBLE;17;SERVICIO DE SALUD ÑUBLE;Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO COMUNITARIO DE SALUD FAMILIAR (CECOSF);ESTABLECIMIENTO DE SALUD;CENTRO COMUNITARIO DE SALUD FAMILIAR DOÑA ISABEL;No Aplica;Municipal;Primario;16101;CHILLÁN;Calle;1780;L. Arellano;422347586;31-08-2016;NO;No Aplica;No Aplica;-3.661.336;-7.213.223;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
17-701;117701;17-301;117301;16;ÑUBLE;17;SERVICIO DE SALUD ÑUBLE;Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO COMUNITARIO DE SALUD FAMILIAR (CECOSF);ESTABLECIMIENTO DE SALUD;CENTRO COMUNITARIO DE SALUD FAMILIAR PADRE HURTADO;No Aplica;Servicio de Salud;Primario;16101;CHILLÁN;Calle;;Padre Hurtado;412587010;;NO;No Aplica;No Aplica;-3.659.729;-7.210.102;PÚBLICO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
